Place ID,الاسم بالعربي,الاسم بالإنجليزي,التصنيف,Latitude,Longitude,مستوى السعر,Tags,Description,التقييم,عدد التقييمات,العنوان,رابط خرائط جوجل,رقم الهاتف,الموقع الإلكتروني,الأحد,الاثنين,الثلاثاء,الأربعاء,الخميس,الجمعة,السبت
ChIJi_17BJGhHBURfkEfGry7Img,ذا أوك كافيه,The Oak Cafe,كافيهات,31.9636963,35.8702131,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,"The Oak Cafe هو معلم مميز في عمان ضمن تصنيف (كافيهات) يقع في Hikman almasri ST, عمّان.",4.6,1601,"Hikman almasri ST, عمّان",https://maps.google.com/?cid=7503766345719169406,07 7109 9222,,10:00 ص – 3:00 ص,10:00 ص – 3:00 ص,10:00 ص – 3:00 ص,10:00 ص – 3:00 ص,10:00 ص – 3:00 ص,10:00 ص – 3:00 ص,10:00 ص – 3:00 ص
ChIJvaPcTqOhHBURrDV7O2wrpHI,ألموند كوفي هاوس - شارع مكة,ALMOND COFFEE HOUSE - Mecca Street,كافيهات,31.9772272,35.8543315,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,"ALMOND COFFEE HOUSE - Mecca Street هو معلم مميز في عمان ضمن تصنيف (كافيهات) يقع في ZaAl-Abu Tayee St., عمّان.",4.6,5328,"ZaAl-Abu Tayee St., عمّان",https://maps.google.com/?cid=8260775360358725036,07 9655 5850,https://almondcoffeehouse.com/,7:00 ص – 2:00 ص,7:00 ص – 2:00 ص,7:00 ص – 2:00 ص,7:00 ص – 2:00 ص,7:00 ص – 2:00 ص,7:00 ص – 2:00 ص,7:00 ص – 2:00 ص
ChIJGz6X_3egHBURV7ChMhDyHog,جنجل فيفر كوفي آند تي هاوس,Jungle Fever Coffee and Tea House,كافيهات,31.9580697,35.9152344,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,"Jungle Fever Coffee and Tea House هو معلم مميز في عمان ضمن تصنيف (كافيهات) يقع في National Gallery of Fine Arts, عمّان.",4.6,701,"National Gallery of Fine Arts, عمّان",https://maps.google.com/?cid=9808543189842374743,07 7599 9303,,9:30 ص – 12:00 ص,9:30 ص – 12:00 ص,9:30 ص – 12:00 ص,9:30 ص – 12:00 ص,9:30 ص – 12:00 ص,12:30 م – 12:00 ص,9:30 ص – 12:00 ص
ChIJiwI2FhChHBURxDEznlkgtrQ,شيشة روف كافيه,Shisha Roof Cafe,كافيهات,31.9875622,35.9027752,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,Shisha Roof Cafe هو معلم مميز في عمان ضمن تصنيف (كافيهات) يقع في ش. الشهيد، عمّان.,4.9,5522,ش. الشهيد، عمّان,https://maps.google.com/?cid=13021630941866701252,07 9997 2900,http://www.shisharoof.com/,9:00 ص – 2:00 ص,9:00 ص – 2:00 ص,9:00 ص – 2:00 ص,9:00 ص – 2:00 ص,9:00 ص – 2:00 ص,2:00 م – 2:00 ص,9:00 ص – 2:00 ص
ChIJ42NaYxBfGxURGpILsSWSaMc,اسطرلاب,Astrolabe Coffee,كافيهات,31.9522782,35.931075,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,اسطرلاب هو معلم مميز في عمان ضمن تصنيف (كافيهات) يقع في شارع الأمير محمد 20، عمّان.,4.8,2039,شارع الأمير محمد 20، عمّان,https://maps.google.com/?cid=14368895301707338266,(06) 490 1539,http://www.astrolabeinvest.com/,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,9:00 ص – 12:00 ص,7:00 ص – 12:00 ص
ChIJc5ZseQyhHBURg65UICfWIBE,ألموند كوفي هاوس - الرابية,ALMOND COFFEE HOUSE - Rabyeh,كافيهات,31.9723523,35.8792472,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,ALMOND COFFEE HOUSE - Rabyeh هو معلم مميز في عمان ضمن تصنيف (كافيهات) يقع في ش. نعيم عبد الهادي 24، عمّان.,4.7,5637,ش. نعيم عبد الهادي 24، عمّان,https://maps.google.com/?cid=1234221761434005123,07 9845 0111,https://almondcoffeehouse.com/,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص
ChIJ7ak4YJlfGxURd4mIycshcIg,مطعم ومقهى اولد فيو,Old View,كافيهات,31.9489041,35.9316654,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,"مطعم ومقهى اولد فيو هو معلم مميز في عمان ضمن تصنيف (كافيهات) يقع في Umar Ibn Al Khattab, عمّان.",4.4,1445,"Umar Ibn Al Khattab, عمّان",https://maps.google.com/?cid=9831395145693038967,(06) 491 1491,http://oldviewjo.com/,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص
ChIJde94XgChHBUR7Kxwm9QfXeQ,بلومنغ برذرز كوفي,Blooming Brothers Coffee Co,كافيهات,31.9863809,35.8635988,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,Blooming Brothers Coffee Co هو معلم مميز في عمان ضمن تصنيف (كافيهات) يقع في ش. الجاثمية، عمّان.,4.6,682,ش. الجاثمية، عمّان,https://maps.google.com/?cid=16455343611483041004,,https://www.instagram.com/bloomingbrothers.jo,7:00 ص – 1:00 ص,7:00 ص – 1:00 ص,7:00 ص – 1:00 ص,7:00 ص – 1:00 ص,7:00 ص – 1:00 ص,7:00 ص – 1:00 ص,7:00 ص – 1:00 ص
ChIJERRqGDWhHBURAj0A6hgHtt8,ارابيكا,Arabica Amman Al-boulevard %,كافيهات,31.9645877,35.9066338,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,"ارابيكا هو معلم مميز في عمان ضمن تصنيف (كافيهات) يقع في Front cafe italia, Next to makeup for ever, بوليفارد العبدلي، عمّان.",4.8,2552,"Front cafe italia, Next to makeup for ever, بوليفارد العبدلي، عمّان",https://maps.google.com/?cid=16120079719805762818,07 7551 1550,https://arabica.coffee/,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص
ChIJK5Ohmq1fGxURPwQcr2QW8l0,غيشا سبيشالتي كوفي هاوس,Geisha Specialty Coffee House,كافيهات,31.9502921,35.922717,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,"Geisha Specialty Coffee House هو معلم مميز في عمان ضمن تصنيف (كافيهات) يقع في Farabi Street, د. الأول، عمّان.",4.7,469,"Farabi Street, د. الأول، عمّان",https://maps.google.com/?cid=6769497811581666367,07 9960 6288,https://www.instagram.com/geisha.coffee.jo,7:30 ص – 11:00 م,7:30 ص – 11:00 م,7:30 ص – 11:00 م,7:30 ص – 11:00 م,7:30 ص – 11:00 م,8:30 ص – 11:00 م,7:30 ص – 11:00 م
ChIJgxwR0cqhHBURJ-8G8JoxJ5Q,جاف كوفي هاوس,Jav Coffee House,كافيهات,31.9611506,35.8773854,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,Jav Coffee House هو معلم مميز في عمان ضمن تصنيف (كافيهات) يقع في ش. زهران، عمّان.,4.8,613,ش. زهران، عمّان,https://maps.google.com/?cid=10675555983226760999,07 9009 9031,http://www.instagram.com/javcoffeehouse,7:00 ص – 11:55 م,7:00 ص – 11:55 م,7:00 ص – 11:55 م,7:00 ص – 11:55 م,7:00 ص – 11:55 م,7:00 ص – 11:55 م,7:00 ص – 11:55 م
ChIJowiz3dKhHBURkrF_tz4Xfeg,تشابتر 9 كافيه,Chapter 9 Cafe,كافيهات,31.9620428,35.8741078,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,"Chapter 9 Cafe هو معلم مميز في عمان ضمن تصنيف (كافيهات) يقع في XV6F+QJ6 Building 10, ش. جيبوتي، عمّان.",4.4,1430,"XV6F+QJ6 Building 10, ش. جيبوتي، عمّان",https://maps.google.com/?cid=16752571747022123410,07 7553 0300,https://instagram.com/chapter9cafe?igshid=MzRlODBiNWFlZA==,9:00 ص – 11:00 م,9:00 ص – 11:00 م,9:00 ص – 11:00 م,9:00 ص – 11:00 م,9:00 ص – 11:00 م,9:00 ص – 11:00 م,9:00 ص – 11:00 م
ChIJZ-vJSrahHBURAULjaZ5dhio,جاردينيا كافيه,Gardenia Cafe & Lounge,كافيهات,31.9873455,35.8651873,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,"جاردينيا كافيه هو معلم مميز في عمان ضمن تصنيف (كافيهات) يقع في Al-Madina Al-Munawwarah Street, عمّان.",4.5,1513,"Al-Madina Al-Munawwarah Street, عمّان",https://maps.google.com/?cid=3064239531434918401,07 9753 5222,https://www.gardenia-menu.com/,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص
ChIJlZAhIfOhHBURYGLl6sAchtE,دير كافيه,DEER CAFE,كافيهات,31.966854,35.8767547,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,DEER CAFE هو معلم مميز في عمان ضمن تصنيف (كافيهات) يقع في ش. شط العرب 6-12، عمّان.,4.6,570,ش. شط العرب 6-12، عمّان,https://maps.google.com/?cid=15097786415706366560,07 9643 4333,https://www.facebook.com/102636575389357/,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص
ChIJg5EKrNqhHBUR8EVYITHAmgc,كيولايت كوفي هاوس,QLIGHT COFFEE HOUSE,كافيهات,31.9971711,35.8458127,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,"QLIGHT COFFEE HOUSE هو معلم مميز في عمان ضمن تصنيف (كافيهات) يقع في اشارة البنك العربي, عمّان.",4.9,953,"اشارة البنك العربي, عمّان",https://maps.google.com/?cid=547961621924300272,07 9119 1019,https://qlight.jo/,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,11:00 ص – 1:00 ص,9:00 ص – 1:00 ص
ChIJhdJCJQBfGxURu_GRSa8FonE,نست كوفي,Nest Coffee,كافيهات,31.9563625,35.9269667,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,Nest Coffee هو معلم مميز في عمان ضمن تصنيف (كافيهات) يقع في ش. البعونية 8، عمّان.,4.6,331,ش. البعونية 8، عمّان,https://maps.google.com/?cid=8188113322924700091,07 9599 1047,,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص
ChIJsxj6zPu7HBUR8qX6ljQqOZ8,أرض كافيه,Ardh Cafe,كافيهات,31.9527516,35.7449251,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,أرض كافيه هو معلم مميز في عمان ضمن تصنيف (كافيهات) يقع في عمّان.,4.6,3793,عمّان,https://maps.google.com/?cid=11473247931062724082,07 9844 4494,https://www.instagram.com/ardh_cafe/,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص,10:00 ص – 12:00 ص
ChIJjWcPOpShHBUR76xmDjA3WWI,ملامح كافية,Malameh cafe,كافيهات,31.9738125,35.8678125,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,ملامح كافية هو معلم مميز في عمان ضمن تصنيف (كافيهات) يقع في XVF9+G4R، ش. مكة، عمّان.,4.5,898,XVF9+G4R، ش. مكة، عمّان,https://maps.google.com/?cid=7086756168183753967,07 9203 0209,http://cafemalameh.com/,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص
ChIJmSrMpX2gHBUR6AHbFwqM1P8,مطعم ليفانت,Levant Restaurant,مطاعم,31.952528,35.907408,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,مطعم ليفانت هو معلم مميز في عمان ضمن تصنيف (مطاعم) يقع في د. الثالث، عمّان.,4.6,5581,د. الثالث، عمّان,https://maps.google.com/?cid=18434513149712073192,07 9660 9000,http://www.levant-jo.com/,12:30 م – 12:00 ص,12:30 م – 12:00 ص,12:30 م – 12:00 ص,12:30 م – 12:00 ص,12:30 م – 12:00 ص,12:30 م – 12:00 ص,12:30 م – 12:00 ص
ChIJzx62qrihHBURfislZOLojtk,نكست روفتوب,Next Rooftop,مطاعم,31.9576539,35.9000135,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,Next Rooftop هو معلم مميز في عمان ضمن تصنيف (مطاعم) يقع في Mahmoud Alabidi Street، عمّان.,4.9,1204,Mahmoud Alabidi Street، عمّان,https://maps.google.com/?cid=15676723411963685758,07 7960 0300,,4:00 م – 1:00 ص,4:00 م – 1:00 ص,4:00 م – 1:00 ص,4:00 م – 1:00 ص,4:00 م – 1:00 ص,4:00 م – 1:00 ص,4:00 م – 1:00 ص
ChIJr8qjz7mhHBURfzhI6VC1Pdg,مطعم شين,Sheen restaurant,مطاعم,31.951423,35.915031,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,"مطعم شين هو معلم مميز في عمان ضمن تصنيف (مطاعم) يقع في Second Circle, Villa number 1, ش. أبو تمام، عمّان.",4.6,1347,"Second Circle, Villa number 1, ش. أبو تمام، عمّان",https://maps.google.com/?cid=15581809644887619711,07 7777 4047,https://sheenrestaurant.com/ar/,12:00 م – 12:00 ص,12:00 م – 12:00 ص,12:00 م – 12:00 ص,12:00 م – 12:00 ص,12:00 م – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص
ChIJ1f20jDWhHBURvngOayqgTiw,مطعم هاي جاردن روف توب,HIGH GARDEN Rooftop,مطاعم,31.9601864,35.8884399,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,مطعم هاي جاردن روف توب هو معلم مميز في عمان ضمن تصنيف (مطاعم) يقع في ش. رياض المفلح، عمّان.,4.2,2058,ش. رياض المفلح، عمّان,https://maps.google.com/?cid=3192665289897441470,07 7777 4210,https://linktr.ee/HighGardenRooftop,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص
ChIJHarJS0pfGxURUnuirGuUvvs,مطعم الآي,Alee,مطاعم,31.9511496,35.9304645,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,"مطعم الآي هو معلم مميز في عمان ضمن تصنيف (مطاعم) يقع في Jabal Amman ,First Circle، Building number 44، ش. عثمان بن عفان، عمّان.",4.6,486,"Jabal Amman ,First Circle، Building number 44، ش. عثمان بن عفان، عمّان",https://maps.google.com/?cid=18140099539273677650,07 7119 9066,https://instagram.com/aleebyali?utm_medium=copy_link,6:00 م – 12:30 ص,6:00 م – 12:30 ص,6:00 م – 12:30 ص,6:00 م – 12:30 ص,6:00 م – 12:30 ص,"1:00–4:00 م, 6:00 م – 12:30 ص","1:00–4:00 م, 6:00 م – 12:30 ص"
ChIJc_W2uoRfGxURVHmlSZ4M03s,مطعم ميجنا,Mijana,مطاعم,31.950366,35.925376,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,"مطعم ميجنا هو معلم مميز في عمان ضمن تصنيف (مطاعم) يقع في Mijana Ahmad Bin Toulon St 8 First circle, the first، left off، ش. الرينبو، عمّان.",4.8,17362,"Mijana Ahmad Bin Toulon St 8 First circle, the first، left off، ش. الرينبو، عمّان",https://maps.google.com/?cid=8922489160731031892,07 9938 1474,https://www.mijana.shop/,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص
ChIJFT2cMG6gHBURNdsgUrklORc,مطعم جبران,Jubran Restaurant,مطاعم,31.9642781,35.9047844,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,"مطعم جبران هو معلم مميز في عمان ضمن تصنيف (مطاعم) يقع في شارع رفيق الحريري Rafiq Al Hariri Street بوليڤارد العبدلي - مدخل رقم ٢ The Boulevard - Abdali - Entrance 2 عمّان Amman, عمّان.",4.8,41242,"شارع رفيق الحريري Rafiq Al Hariri Street بوليڤارد العبدلي - مدخل رقم ٢ The Boulevard - Abdali - Entrance 2 عمّان Amman, عمّان",https://maps.google.com/?cid=1673410214421912373,07 7712 3456,http://www.jubran.com/,9:00 ص – 1:30 ص,9:00 ص – 1:30 ص,9:00 ص – 1:30 ص,9:00 ص – 1:30 ص,9:00 ص – 1:30 ص,9:00 ص – 1:30 ص,9:00 ص – 1:30 ص
ChIJ1Z1A3c2hHBUR_WRiNvc3Y24,مطعم طواحين الهوا,Tawaheen AlHawa,مطاعم,31.9920881,35.8667752,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,"مطعم طواحين الهوا هو معلم مميز في عمان ضمن تصنيف (مطاعم) يقع في مطعم طواحين الهوا, عمّان.",4.3,12047,"مطعم طواحين الهوا, عمّان",https://maps.google.com/?cid=7954262901775295741,(06) 534 9986,,12:00 م – 12:00 ص,12:00 م – 12:00 ص,12:00 م – 12:00 ص,12:00 م – 12:00 ص,12:00 م – 12:00 ص,12:00 م – 12:00 ص,12:00 م – 12:00 ص
ChIJCfKapt1nGxUR__vu4pjEqlI,سان روفتوب (مطعم وكافيه),San Rooftop (Restaurant & Cafe),مطاعم,31.9956968,35.8306831,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,San Rooftop (Restaurant & Cafe) هو معلم مميز في عمان ضمن تصنيف (مطاعم) يقع في دوار خلدا، عمّان.,4.8,5536,دوار خلدا، عمّان,https://maps.google.com/?cid=5956789618072288255,07 7814 5589,,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص
ChIJO93LxymhHBURyN4z_kjp4Q4,ذا لومبارد عمان,The Lombard Amman,مطاعم,31.9559103,35.9098754,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,"The Lombard Amman هو معلم مميز في عمان ضمن تصنيف (مطاعم) يقع في Grand Hyatt Jabal Amman, Hussein Bin Ali Street amman, عمّان.",4.3,311,"Grand Hyatt Jabal Amman, Hussein Bin Ali Street amman, عمّان",https://maps.google.com/?cid=1072394686002618056,07 9100 1222,https://www.hyattrestaurants.com/en/amman/restaurant/the-lombard/menu,1:00 م – 12:00 ص,1:00 م – 12:00 ص,1:00 م – 12:00 ص,1:00 م – 12:00 ص,1:00 م – 12:00 ص,1:00 م – 12:00 ص,1:00 م – 12:00 ص
ChIJOfB7cwZfGxURIRoSnU5lXBY,مطعم هارت أوف عمان,Heart of Amman Restaurant,مطاعم,31.9520535,35.9287683,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,Heart of Amman Restaurant هو معلم مميز في عمان ضمن تصنيف (مطاعم) يقع في شارع الأمير محمد، عمّان.,4.5,66,شارع الأمير محمد، عمّان,https://maps.google.com/?cid=1611274155008858657,07 7774 6462,https://www.hotel-philosophy.com/,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص,7:00 ص – 12:00 ص
ChIJ8zmPpJlfGxURAHwX8rGN1j8,مطعم فخرالدين,Fakhreldin Restaurant,مطاعم,31.9521382,35.9203806,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,مطعم فخرالدين هو معلم مميز في عمان ضمن تصنيف (مطاعم) يقع في ش. طه حسين، عمّان.,4.5,5470,ش. طه حسين، عمّان,https://maps.google.com/?cid=4600019864815893504,07 9543 0055,http://fakhreldin.com/,1:00 م – 12:00 ص,1:00 م – 12:00 ص,1:00 م – 12:00 ص,1:00 م – 12:00 ص,1:00 م – 12:00 ص,1:00 م – 12:00 ص,1:00 م – 12:00 ص
ChIJc3VAnJtfGxURkbkP6zbhID8,مطعم سُفرة,Sufra Restaurant,مطاعم,31.9492409,35.9291315,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,"مطعم سُفرة هو معلم مميز في عمان ضمن تصنيف (مطاعم) يقع في Sufra Restaurant Al, ش. الرينبو 26، عمّان.",4.2,4443,"Sufra Restaurant Al, ش. الرينبو 26، عمّان",https://maps.google.com/?cid=4548883249632360849,07 7843 2222,https://romerogroup.jo/restaurants/sufra/,12:30–11:00 م,1:00–11:00 م,1:00–11:00 م,1:00–11:00 م,1:00–11:00 م,10:00 ص – 11:00 م,1:00–11:00 م
ChIJYfTSSdqjHBUR0QuIVZ6eJiY,ماتي روفتوب,Matii rooftop,مطاعم,31.9979208,35.8207631,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,"Matii rooftop هو معلم مميز في عمان ضمن تصنيف (مطاعم) يقع في Waleed jamal, عمّان.",4.8,2571,"Waleed jamal, عمّان",https://maps.google.com/?cid=2749059025433267153,07 9063 6599,https://www.instagram.com/matii_rooftop/?hl=en,8:00 ص – 1:00 ص,8:00 ص – 1:00 ص,8:00 ص – 1:00 ص,8:00 ص – 1:00 ص,8:00 ص – 1:00 ص,8:00 ص – 1:00 ص,8:00 ص – 1:00 ص
ChIJJyLZAY1fGxUR3jzvLB0SAW4,مطعم ويلو,Willow Restaurant and Garden,مطاعم,31.9545655,35.8972067,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,مطعم ويلو هو معلم مميز في عمان ضمن تصنيف (مطاعم) يقع في ش. الملك ناصيف، عمّان.,4.5,314,ش. الملك ناصيف، عمّان,https://maps.google.com/?cid=7926636735666011358,07 8566 9933,http://willowamman.com/,5:00 م – 1:00 ص,5:00 م – 1:00 ص,5:00 م – 1:00 ص,5:00 م – 1:00 ص,5:00 م – 1:00 ص,5:00 م – 1:00 ص,5:00 م – 1:00 ص
ChIJscyw336gHBURR-XrHbURuiU,مطعم روميرو,Romero Restaurant,مطاعم,31.9526973,35.9123412,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,"مطعم روميرو هو معلم مميز في عمان ضمن تصنيف (مطاعم) يقع في Romero Restaurant / The Living Room Restaurant, Mohammad Hussein Haykal St 3، عمّان.",4.4,1667,"Romero Restaurant / The Living Room Restaurant, Mohammad Hussein Haykal St 3، عمّان",https://maps.google.com/?cid=2718504794660267335,07 7846 4655,https://romerogroup.jo/,12:00–11:00 م,12:00–11:00 م,12:00–11:00 م,12:00–11:00 م,12:00–11:00 م,12:00–11:00 م,12:00–11:00 م
ChIJdTAobj-hHBURqTOfK-uxLb4,مطاعم تريبل 7,Triple 7 Restaurants,مطاعم,31.9744955,35.8667516,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,Triple 7 Restaurants هو معلم مميز في عمان ضمن تصنيف (مطاعم) يقع في ش. مكة، عمّان.,4.7,2335,ش. مكة، عمّان,https://maps.google.com/?cid=13703804864765572009,07 9112 2777,https://triplesevenjo.com/,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص,9:00 ص – 1:00 ص
ChIJC9_pN32gHBUR8nCrVF9MvxE,لوكا ستيك هاوس,Lucca Steakhouse,مطاعم,31.95262,35.9049075,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,Lucca Steakhouse هو معلم مميز في عمان ضمن تصنيف (مطاعم) يقع في عمّان.,4.6,3562,عمّان,https://maps.google.com/?cid=1278824791522636018,07 7889 9666,http://instagram.com/luccasteakhouse,12:00 م – 12:00 ص,12:00 م – 12:00 ص,12:00 م – 12:00 ص,12:00 م – 12:00 ص,12:00 م – 12:00 ص,12:00 م – 12:00 ص,12:00 م – 12:00 ص
ChIJJTIwUQuhHBURNJoP7p7fj8c,أوليفا بيتزا وباستا - الشميساني,Oliva Pizza and Pasta - Shmeisani,مطاعم,31.9695317,35.8996798,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,Oliva Pizza and Pasta - Shmeisani هو معلم مميز في عمان ضمن تصنيف (مطاعم) يقع في شارع الثقافة 20، عمّان.,4.8,2967,شارع الثقافة 20، عمّان,https://maps.google.com/?cid=14379958008909109812,(06) 465 4600,http://www.olivajordan.com/,12:00–11:30 م,12:00–11:30 م,12:00–11:30 م,12:00–11:30 م,12:00–11:30 م,1:30–11:30 م,12:00–11:30 م
ChIJ1_-3m82hHBUR8RuleW9zVWQ,روبرتوز عمان,Roberto's Amman,مطاعم,31.9608291,35.8823945,2,سهرة، جلسات شبابية وعائلية، أكل وشرب,"Roberto's Amman هو معلم مميز في عمان ضمن تصنيف (مطاعم) يقع في 5th Circle, ش. الكندي، عمّان.",4.2,565,"5th Circle, ش. الكندي، عمّان",https://maps.google.com/?cid=7229811699432627185,(06) 550 1560,https://robertosamman.com/,1:00 م – 12:00 ص,1:00 م – 12:00 ص,1:00 م – 12:00 ص,1:00 م – 12:00 ص,1:00 م – 12:00 ص,1:00 م – 1:00 ص,1:00 م – 1:00 ص
ChIJifs9KIWhHBURqg_R_DLaHWE,سيتي مول,City Mall,مولات,31.9800739,35.8366624,3,عائلي، تسوق، مطاعم ومحلات,سيتي مول هو معلم مميز في عمان ضمن تصنيف (مولات) يقع في King Abdulla II Street، عمّان.,4.4,37674,King Abdulla II Street، عمّان,https://maps.google.com/?cid=6997989308528398250,(06) 586 8502,https://www.citymall.jo/,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص,9:00 ص – 12:00 ص
ChIJ46ny4eugHBURdX2rVgnL8aA,تاج مول,Taj Mall,مولات,31.9404477,35.8882999,3,عائلي، تسوق، مطاعم ومحلات,تاج مول هو معلم مميز في عمان ضمن تصنيف (مولات) يقع في ش. الأمير هاشم، عمّان.,4.3,27906,ش. الأمير هاشم، عمّان,https://maps.google.com/?cid=11597273756424961397,(06) 592 1122,http://www.tajmall.com/,10:00 ص – 10:00 م,10:00 ص – 10:00 م,10:00 ص – 10:00 م,10:00 ص – 10:00 م,10:00 ص – 10:00 م,2:00–10:00 م,10:00 ص – 10:00 م
ChIJc1kSdHGgHBURRPGmNOPfU2g,العبدلي مول,Abdali Mall,مولات,31.9640567,35.908103,3,عائلي، تسوق، مطاعم ومحلات,العبدلي مول هو معلم مميز في عمان ضمن تصنيف (مولات) يقع في Fourth Floor، Al Istithmar Street، عمّان.,4.4,38537,Fourth Floor، Al Istithmar Street، عمّان,https://maps.google.com/?cid=7517598369945416004,(06) 400 6800,http://www.abdalimall.com/,10:00 ص – 10:00 م,10:00 ص – 10:00 م,10:00 ص – 10:00 م,10:00 ص – 10:00 م,10:00 ص – 10:00 م,12:00–11:30 م,10:00 ص – 10:00 م
